repo_name,tag_name,commit_sha,url
00krishna-research/lightining-vision-object-detection,main,91e8edb45fd172ad4a24c457d682495833e819eb,https://github.com/00krishna-research/lightining-vision-object-detection/archive/91e8edb45fd172ad4a24c457d682495833e819eb.tar.gz
C-INIT/LSTM_DIY,master,a9cec7f2f551fad31d580dfd7fc5451fa390f63a,https://github.com/C-INIT/LSTM_DIY/archive/a9cec7f2f551fad31d580dfd7fc5451fa390f63a.tar.gz
gowrijsuria/DDPG,main,6a98f64fa613ef8c25357fbd1848bab232d39093,https://github.com/gowrijsuria/DDPG/archive/6a98f64fa613ef8c25357fbd1848bab232d39093.tar.gz
chenzeyin9867/srl,main,309fdaa2703fa9688d993c24c217edb45a6e4332,https://github.com/chenzeyin9867/srl/archive/309fdaa2703fa9688d993c24c217edb45a6e4332.tar.gz
Gmrylbx/AnECI,main,66cbbf04e6a94cb56d2949be6e6dad498d0b44b0,https://github.com/Gmrylbx/AnECI/archive/66cbbf04e6a94cb56d2949be6e6dad498d0b44b0.tar.gz
sourabmaity/DuckHuntGame-AI,main,4460d2e45cf1250d7d7f3e4645417e9eebe182ba,https://github.com/sourabmaity/DuckHuntGame-AI/archive/4460d2e45cf1250d7d7f3e4645417e9eebe182ba.tar.gz
esceptico/lel,master,224e87ac850f761fa4d3e6958e52473d4b641ef9,https://github.com/esceptico/lel/archive/224e87ac850f761fa4d3e6958e52473d4b641ef9.tar.gz
aqaqsubin/Chatbot-with-QA-LSTM,main,e8720c791aa11ab6c3831dd146a1cac3368c6233,https://github.com/aqaqsubin/Chatbot-with-QA-LSTM/archive/e8720c791aa11ab6c3831dd146a1cac3368c6233.tar.gz
Leebh-kor/DACON-Crop-disease-classification-AI-competition,weights,618a9c2a1b4361da828008134ecbe62282169487,https://api.github.com/repos/Leebh-kor/DACON-Crop-disease-classification-AI-competition/tarball/refs/tags/weights
mehedihasanbijoy/imgclassifier,main,e93e68d4d40f5f28e12c0642445f0e22a2a09a7c,https://github.com/mehedihasanbijoy/imgclassifier/archive/e93e68d4d40f5f28e12c0642445f0e22a2a09a7c.tar.gz
qlero/faceforensics_reproduction,main,39d32ddfe305a684312a9703e0ce5ac24e4929d1,https://github.com/qlero/faceforensics_reproduction/archive/39d32ddfe305a684312a9703e0ce5ac24e4929d1.tar.gz
garg-abhinav/PFA_GAN,main,ac1e7d1e5476c99cf6efc4fe01767b05e1064c71,https://github.com/garg-abhinav/PFA_GAN/archive/ac1e7d1e5476c99cf6efc4fe01767b05e1064c71.tar.gz
parham1998/Generative_Adversarial_Networks,main,f39b9bf99e188fa4792dfed86bcc48ff31744e02,https://github.com/parham1998/Generative_Adversarial_Networks/archive/f39b9bf99e188fa4792dfed86bcc48ff31744e02.tar.gz
ky207/yolov4-tiny,main,204e5a07fb6dbbf11ab3165f57253ffcc5328df3,https://github.com/ky207/yolov4-tiny/archive/204e5a07fb6dbbf11ab3165f57253ffcc5328df3.tar.gz
gayanku/FDGATII,main,5915c244d50e0756b4f5154229d3c876a67a1886,https://github.com/gayanku/FDGATII/archive/5915c244d50e0756b4f5154229d3c876a67a1886.tar.gz
kimy-de/DeepkMeans,main,e62f5bc1f631cd58f1dd329b06e012a09dbf4e7b,https://github.com/kimy-de/DeepkMeans/archive/e62f5bc1f631cd58f1dd329b06e012a09dbf4e7b.tar.gz
iamheejae/Lat360,main,39709fc72013fbf85e49ce83c8ec39ee2bfa752e,https://github.com/iamheejae/Lat360/archive/39709fc72013fbf85e49ce83c8ec39ee2bfa752e.tar.gz
davidalvarezdlt/master_thesis,main,518bf71286db5a560ef2a6a40724b8c52e2f1d9d,https://github.com/davidalvarezdlt/master_thesis/archive/518bf71286db5a560ef2a6a40724b8c52e2f1d9d.tar.gz
architthakur2000/Convulational-Neural-Networks,main,3e695fb0756d1975d86811271cfe6725ed795c37,https://github.com/architthakur2000/Convulational-Neural-Networks/archive/3e695fb0756d1975d86811271cfe6725ed795c37.tar.gz
TianHongZXY/Pytorch-Lightning-Template,main,05323f7251c2e8dfa236b6274b1773276e00b8b9,https://github.com/TianHongZXY/Pytorch-Lightning-Template/archive/05323f7251c2e8dfa236b6274b1773276e00b8b9.tar.gz
yyyuchen/pytorch,master,df136d94d7be458f775aba40ee3f6027715d1ffe,https://github.com/yyyuchen/pytorch/archive/df136d94d7be458f775aba40ee3f6027715d1ffe.tar.gz
luomor-ai/Yolov5_DeepSort_Pytorch1,feature/yolo,f63dfaa0544a9061c29e0eac729fb1eecce62606,https://github.com/luomor-ai/Yolov5_DeepSort_Pytorch1/archive/f63dfaa0544a9061c29e0eac729fb1eecce62606.tar.gz
abokhalel2/Spleeter-Pytorch,main,b604a37382f909a22d2a18585a2b8f71a3748754,https://github.com/abokhalel2/Spleeter-Pytorch/archive/b604a37382f909a22d2a18585a2b8f71a3748754.tar.gz
Koorye/pytorch-tutorial,main,24d1dc435497886af2621ead891f4263afbb0b53,https://github.com/Koorye/pytorch-tutorial/archive/24d1dc435497886af2621ead891f4263afbb0b53.tar.gz
Guiciani/Pytorch_trainning,main,4ac4c40a851f9fb2ee16f701b754c8b673d247f3,https://github.com/Guiciani/Pytorch_trainning/archive/4ac4c40a851f9fb2ee16f701b754c8b673d247f3.tar.gz
EdgarLefevre/wnet_pytorch,v1.1,f99fcaacf9bb8c038fdaeadb11f7f44ef7590730,https://api.github.com/repos/EdgarLefevre/wnet_pytorch/tarball/refs/tags/v1.1
moskomule/mae.pytorch,main,bf014b3d7019104f85c0eaafdbb97da35f762da6,https://github.com/moskomule/mae.pytorch/archive/bf014b3d7019104f85c0eaafdbb97da35f762da6.tar.gz
Guiciani/Pytorch_tensors,main,6a21788e381828a9c0d5d2de5d7b00670d940c9a,https://github.com/Guiciani/Pytorch_tensors/archive/6a21788e381828a9c0d5d2de5d7b00670d940c9a.tar.gz
Guiciani/Pytorch_transforms,main,fce3c7f7a71497bf9e5fc4714b1c80a5ce7bb203,https://github.com/Guiciani/Pytorch_transforms/archive/fce3c7f7a71497bf9e5fc4714b1c80a5ce7bb203.tar.gz
ky207/yolox-pytorch,object-detection,f8bb3559bdb1a89d28c522c5eb1d6f1d2403d4a5,https://github.com/ky207/yolox-pytorch/archive/f8bb3559bdb1a89d28c522c5eb1d6f1d2403d4a5.tar.gz
