repo_name,tag_name,commit_sha,url
janzuiderveld/INR-collection,master,42f0f99f49a25a92f4a8d079dc88cadf4652ec3b,https://github.com/janzuiderveld/INR-collection/archive/42f0f99f49a25a92f4a8d079dc88cadf4652ec3b.tar.gz
altescy/cvdd,v0.1.1,77a3f86302d3e5c56c287f5e5fb8d03371b4ca55,https://api.github.com/repos/altescy/cvdd/tarball/refs/tags/v0.1.1
altescy/cvdd,v0.1.0,b5061d15ea52615a22f397f9b1057642f3543a05,https://api.github.com/repos/altescy/cvdd/tarball/refs/tags/v0.1.0
zhenhouhong/QSpeech,main,8628e12cf05cf77b9085c8b9caa5faf1b6cbff7d,https://github.com/zhenhouhong/QSpeech/archive/8628e12cf05cf77b9085c8b9caa5faf1b6cbff7d.tar.gz
rainandwind1/Deep-Reinforcement-Learning-Algorithms,master,70998cc1813413cf63744c75be6d576298866b9f,https://github.com/rainandwind1/Deep-Reinforcement-Learning-Algorithms/archive/70998cc1813413cf63744c75be6d576298866b9f.tar.gz
Beta-Hu/PMGI,main,76646f1f3e20e2b756bfd8b6ead123d54b80457d,https://github.com/Beta-Hu/PMGI/archive/76646f1f3e20e2b756bfd8b6ead123d54b80457d.tar.gz
cms-pepr/pytorch_cmspepr,v0.0.1,377366b2aea71327b1d9cb9fc608eaee82ade259,https://api.github.com/repos/cms-pepr/pytorch_cmspepr/tarball/refs/tags/v0.0.1
XoriieInpottn/maml-pytorch,main,67cb291dd831c734bc021434358953cb6bd8bba9,https://github.com/XoriieInpottn/maml-pytorch/archive/67cb291dd831c734bc021434358953cb6bd8bba9.tar.gz
DZSYUNNAN/VIF-Net,main,4a8a02298fb255de9a84167f817f7b6231feec26,https://github.com/DZSYUNNAN/VIF-Net/archive/4a8a02298fb255de9a84167f817f7b6231feec26.tar.gz
shihai-black/SDNE_pytorch,master,d4cfc9c3e4d577acd1b6b8dc9d4141620299515d,https://github.com/shihai-black/SDNE_pytorch/archive/d4cfc9c3e4d577acd1b6b8dc9d4141620299515d.tar.gz
Armanfard-Lab/DSSL,main,b4de2707e8444738e5fe776c209320a3ad1a269d,https://github.com/Armanfard-Lab/DSSL/archive/b4de2707e8444738e5fe776c209320a3ad1a269d.tar.gz
brennanaba/alphafold2-pytorch,0.0.2,4e56d77919e926eaa4073cfff5fe597aa51af0af,https://api.github.com/repos/brennanaba/alphafold2-pytorch/tarball/refs/tags/0.0.2
danchaofan-git/YOLOv4-mobilenet-pytorch,main,b63b8f2f71024417045d75555709429dd7a2d899,https://github.com/danchaofan-git/YOLOv4-mobilenet-pytorch/archive/b63b8f2f71024417045d75555709429dd7a2d899.tar.gz
michael-j-cho/flower-pytorch-android-client,main,1df036efdab3cb2610ea05cc66efefda72156be9,https://github.com/michael-j-cho/flower-pytorch-android-client/archive/1df036efdab3cb2610ea05cc66efefda72156be9.tar.gz
MAILAB-Yonsei/DOTA-MRI,main,f1d895df753d5e9684471b0bde0d531b16fa45c4,https://github.com/MAILAB-Yonsei/DOTA-MRI/archive/f1d895df753d5e9684471b0bde0d531b16fa45c4.tar.gz
itsAliSali/soccerField,main,e3346c6243a6ba076dc23fd1707d0f273e9ccd7a,https://github.com/itsAliSali/soccerField/archive/e3346c6243a6ba076dc23fd1707d0f273e9ccd7a.tar.gz
Canyizl/M-GCN,main,21b4885490e878a2dc8800e64d5cd28132caa692,https://github.com/Canyizl/M-GCN/archive/21b4885490e878a2dc8800e64d5cd28132caa692.tar.gz
g3holliday/EDITH-Glasses,2.0,42ec9477484310690e406715c485ddfb45f87549,https://api.github.com/repos/g3holliday/EDITH-Glasses/tarball/refs/tags/2.0
