repo_name,tag_name,commit_sha,url
pydeveloperashish/Retina-Blood-Vessel-Segmentation-Using-UNET-In-Pytorch,main,9d19f726cbdb144ec0cbb48dd38a622cd4dd5209,https://github.com/pydeveloperashish/Retina-Blood-Vessel-Segmentation-Using-UNET-In-Pytorch/archive/9d19f726cbdb144ec0cbb48dd38a622cd4dd5209.tar.gz
kobirahimi/NICE,master,a9afd7620fc3ecc0bd91e579730f1b463c844443,https://github.com/kobirahimi/NICE/archive/a9afd7620fc3ecc0bd91e579730f1b463c844443.tar.gz
nguyenvulebinh/hey-snips-torch-jit,main,5a25c07fee0e666bb44a5b37674d7d156226b9a6,https://github.com/nguyenvulebinh/hey-snips-torch-jit/archive/5a25c07fee0e666bb44a5b37674d7d156226b9a6.tar.gz
opencv-ai/model_converter,main,e618a79c69db28f8e518af9b09a4747652b9b236,https://github.com/opencv-ai/model_converter/archive/e618a79c69db28f8e518af9b09a4747652b9b236.tar.gz
ex-rnd/Chatbot,main,92f67c4b10a93012d842885f737960e66a5380de,https://github.com/ex-rnd/Chatbot/archive/92f67c4b10a93012d842885f737960e66a5380de.tar.gz
samyost1/cats_dogs,main,d3b06bb9632f9026a08b4c5345ff2542aca1b7d2,https://github.com/samyost1/cats_dogs/archive/d3b06bb9632f9026a08b4c5345ff2542aca1b7d2.tar.gz
mujyo/An-Implementation-of-LSTM-based-Seq2Seq-Model-with-Pytorch,main,85d63fd8e425a4935a43b07c8b73874e4b18f1a5,https://github.com/mujyo/An-Implementation-of-LSTM-based-Seq2Seq-Model-with-Pytorch/archive/85d63fd8e425a4935a43b07c8b73874e4b18f1a5.tar.gz
AllenYolk/continual-learning-tasks,main,5dffd68708765cbf53053d11bff9280a9ac25525,https://github.com/AllenYolk/continual-learning-tasks/archive/5dffd68708765cbf53053d11bff9280a9ac25525.tar.gz
vabenil/albert_intent_analysis,main,08380db1017953da8206a124dfa8d1ba84e30264,https://github.com/vabenil/albert_intent_analysis/archive/08380db1017953da8206a124dfa8d1ba84e30264.tar.gz
Acciorocketships/HetTensor,main,79651b17aa2787596a4e8c9d685d03dfe797245c,https://github.com/Acciorocketships/HetTensor/archive/79651b17aa2787596a4e8c9d685d03dfe797245c.tar.gz
amin-sorkhei/normalizing_flows,master,68db0ca0b0cf3de131bd0a98142062702cf9d40f,https://github.com/amin-sorkhei/normalizing_flows/archive/68db0ca0b0cf3de131bd0a98142062702cf9d40f.tar.gz
can-git/ARI5004Project,master,5afc2b7944c85a727841b8c5fc555c2de5b1e4be,https://github.com/can-git/ARI5004Project/archive/5afc2b7944c85a727841b8c5fc555c2de5b1e4be.tar.gz
JaeL17/English_document_classification,main,ad12702e53d24aa8506445f097fc74f8abdb57d8,https://github.com/JaeL17/English_document_classification/archive/ad12702e53d24aa8506445f097fc74f8abdb57d8.tar.gz
aryankhatana01/sota-melanoma-detection,main,8d14cd69597df85dfe76576441dd20b9f48a5872,https://github.com/aryankhatana01/sota-melanoma-detection/archive/8d14cd69597df85dfe76576441dd20b9f48a5872.tar.gz
t110368027/Medical_Segmentation_Benchmark,master,f3a295494e5352b95999e99f1a8d24bf2ad50200,https://github.com/t110368027/Medical_Segmentation_Benchmark/archive/f3a295494e5352b95999e99f1a8d24bf2ad50200.tar.gz
aniruddhapal211316/spoken_digit_recognition,main,147f43538a075a728690ece8fe6e1e268188b24b,https://github.com/aniruddhapal211316/spoken_digit_recognition/archive/147f43538a075a728690ece8fe6e1e268188b24b.tar.gz
wpmurray/neural-nets,main,96656eed1258fb3baf197979230e21238941337e,https://github.com/wpmurray/neural-nets/archive/96656eed1258fb3baf197979230e21238941337e.tar.gz
ssjx10/Robust-Mseg,main,72fbc68dd873cf611a5774ba8371a9b1e072759b,https://github.com/ssjx10/Robust-Mseg/archive/72fbc68dd873cf611a5774ba8371a9b1e072759b.tar.gz
wangjuan313/wsis-beyond-tightBB,main,079ad0dc4f8ed2537d65ef5367333987f123e42d,https://github.com/wangjuan313/wsis-beyond-tightBB/archive/079ad0dc4f8ed2537d65ef5367333987f123e42d.tar.gz
oneapi-src/vertical-search-engine,refkit-2.1.0,69819a2c29932f4f6f48bc229ca7893df652c696,https://api.github.com/repos/oneapi-src/vertical-search-engine/tarball/refs/tags/refkit-2.1.0
