repo_name,tag_name,commit_sha,url
ViTAE-Transformer/P3M-Net,main,1db4f6bfb623beb054995dfd8f0e19d38aea8f36,https://github.com/ViTAE-Transformer/P3M-Net/archive/1db4f6bfb623beb054995dfd8f0e19d38aea8f36.tar.gz
hustvl/GNeuVox,main,689378258e23de79e422e47e97b94253acb2a5f0,https://github.com/hustvl/GNeuVox/archive/689378258e23de79e422e47e97b94253acb2a5f0.tar.gz
wyzhang-ustb/Predictive-and-Adaptive-Deep-Coding-for-Wireless-Image-Transmission-in-Semantic-Communication,main,7f3fa32d904a9c50483cfb2624760fa5ede7779d,https://github.com/wyzhang-ustb/Predictive-and-Adaptive-Deep-Coding-for-Wireless-Image-Transmission-in-Semantic-Communication/archive/7f3fa32d904a9c50483cfb2624760fa5ede7779d.tar.gz
hynnsk/HP,main,3e92daa996ce3a4f418a4595d7f15c2d8ec9de80,https://github.com/hynnsk/HP/archive/3e92daa996ce3a4f418a4595d7f15c2d8ec9de80.tar.gz
gqk/LAE,master,1680e496b7ac7ffa408b13d3b1a53a9be9b87696,https://github.com/gqk/LAE/archive/1680e496b7ac7ffa408b13d3b1a53a9be9b87696.tar.gz
kabouzeid/point2vec,paper,8d7074b3697a1feb63cc55f5851d37edc1fb487f,https://api.github.com/repos/kabouzeid/point2vec/tarball/refs/tags/paper
hcy71o/SNAC,master,620b1e27bdc2126d9105819242d3640b4834bfdb,https://github.com/hcy71o/SNAC/archive/620b1e27bdc2126d9105819242d3640b4834bfdb.tar.gz
BeSpontaneous/FFN-pytorch,main,7c219229bb37a4c65039f163cd0f9da5613ef239,https://github.com/BeSpontaneous/FFN-pytorch/archive/7c219229bb37a4c65039f163cd0f9da5613ef239.tar.gz
yasserben/DATUM,master,aa3648602fbb633f8cd99e2e733d5ed56b187c52,https://github.com/yasserben/DATUM/archive/aa3648602fbb633f8cd99e2e733d5ed56b187c52.tar.gz
antabangun/DualRefine,main,d311514fb6e017d889af32207b8e5f61fa49a202,https://github.com/antabangun/DualRefine/archive/d311514fb6e017d889af32207b8e5f61fa49a202.tar.gz
CHAINNEVERLIU/Pytorch-DDPM,main,e0b970c054f2b3140306ff86f805fca7f2369cb8,https://github.com/CHAINNEVERLIU/Pytorch-DDPM/archive/e0b970c054f2b3140306ff86f805fca7f2369cb8.tar.gz
sungonce/SENet,main,7261e526c8b769296499bc2a620bd3cb0af57cf0,https://github.com/sungonce/SENet/archive/7261e526c8b769296499bc2a620bd3cb0af57cf0.tar.gz
TangZJ/able-nerf,main,52092d3ce2e15f89b36ebc1f9e8725e23f7f16df,https://github.com/TangZJ/able-nerf/archive/52092d3ce2e15f89b36ebc1f9e8725e23f7f16df.tar.gz
Reason-Wang/flan-alpaca-lora,main,9548df43a52c2c4d1dfed63c76329fd8363a2c95,https://github.com/Reason-Wang/flan-alpaca-lora/archive/9548df43a52c2c4d1dfed63c76329fd8363a2c95.tar.gz
Vibashan/Mask-free-OVIS,main,4b7a37de345305cf61af73a7636b9f9940b3e4ea,https://github.com/Vibashan/Mask-free-OVIS/archive/4b7a37de345305cf61af73a7636b9f9940b3e4ea.tar.gz
hxwork/H2ONet_Pytorch,main,aee644e0eb6722e82bcbf62c0ce3cc4f31503826,https://github.com/hxwork/H2ONet_Pytorch/archive/aee644e0eb6722e82bcbf62c0ce3cc4f31503826.tar.gz
xuboming8/DSTNet,main,bcb5533090dc341de937376048491d817bdada2f,https://github.com/xuboming8/DSTNet/archive/bcb5533090dc341de937376048491d817bdada2f.tar.gz
M-Nauta/PIPNet,main,12c4da77251f0b88c2317410042eda3e1d3048e9,https://github.com/M-Nauta/PIPNet/archive/12c4da77251f0b88c2317410042eda3e1d3048e9.tar.gz
hu-po/ashenvenus,main,9b849690a48315348f18763f70b7768658a579c7,https://github.com/hu-po/ashenvenus/archive/9b849690a48315348f18763f70b7768658a579c7.tar.gz
MyNiuuu/VCSD,main,e246a4e3bcb1bfa89d8329dce4fb141116454fa5,https://github.com/MyNiuuu/VCSD/archive/e246a4e3bcb1bfa89d8329dce4fb141116454fa5.tar.gz
zjwang21/mix-phoneme-bert,main,e64b3d586fc8f8835f1a408f1adebe74952f554f,https://github.com/zjwang21/mix-phoneme-bert/archive/e64b3d586fc8f8835f1a408f1adebe74952f554f.tar.gz
mkshing/prompt-plus-pytorch,main,7862c3f9b99ef2258907e1126c08967dd05ed91a,https://github.com/mkshing/prompt-plus-pytorch/archive/7862c3f9b99ef2258907e1126c08967dd05ed91a.tar.gz
i404788/s5-pytorch,master,5aad8a13c8c7c76e34b8786258e59a2f88e52936,https://github.com/i404788/s5-pytorch/archive/5aad8a13c8c7c76e34b8786258e59a2f88e52936.tar.gz
Lynne-Zheng-Linfang/HS-Pose,main,8bfc2ff361823664dcf5d53c4d73068998078eeb,https://github.com/Lynne-Zheng-Linfang/HS-Pose/archive/8bfc2ff361823664dcf5d53c4d73068998078eeb.tar.gz
haooozi/GLT-T,main,4fea59acd151275d06d6ebd9425a84cbd7f99a68,https://github.com/haooozi/GLT-T/archive/4fea59acd151275d06d6ebd9425a84cbd7f99a68.tar.gz
showlab/afformer,main,c4dc71788af77afa15ea96a30391c4a7e726889f,https://github.com/showlab/afformer/archive/c4dc71788af77afa15ea96a30391c4a7e726889f.tar.gz
mantasu/face-crop-plus,v1.1.0,27162605a1f54408a3de133f32b05335e51338f1,https://api.github.com/repos/mantasu/face-crop-plus/tarball/refs/tags/v1.1.0
mantasu/face-crop-plus,v1.0.3,1b891077f1dbadd77770976a730c6562f0111482,https://api.github.com/repos/mantasu/face-crop-plus/tarball/refs/tags/v1.0.3
mantasu/face-crop-plus,v1.0.2,6de83fd154ae0330198c35de33ee49d672041d47,https://api.github.com/repos/mantasu/face-crop-plus/tarball/refs/tags/v1.0.2
mantasu/face-crop-plus,v1.0.1,eefecc916273d49d54d4d0885e5473f64d7ed511,https://api.github.com/repos/mantasu/face-crop-plus/tarball/refs/tags/v1.0.1
mantasu/face-crop-plus,v1.0.0,ad12dbb621602b087a0287cd866cecd316ddfb76,https://api.github.com/repos/mantasu/face-crop-plus/tarball/refs/tags/v1.0.0
miccunifi/CIRCO,main,0d165ca217067dcd79e6694bc6d6af0677d6a681,https://github.com/miccunifi/CIRCO/archive/0d165ca217067dcd79e6694bc6d6af0677d6a681.tar.gz
