repo_name,tag_name,commit_sha,url
Lin-Yijie/Graph-Matching-Networks,main,f63c575ef9c6132207a52d2285cc4583c9947456,https://github.com/Lin-Yijie/Graph-Matching-Networks/archive/f63c575ef9c6132207a52d2285cc4583c9947456.tar.gz
lucidrains/pixel-level-contrastive-learning,0.1.1,0c60e93df73b0ec351f2104839c4d4748f3d38a2,https://api.github.com/repos/lucidrains/pixel-level-contrastive-learning/tarball/refs/tags/0.1.1
lucidrains/pixel-level-contrastive-learning,0.1.0,eda34f78f5c30e4bd146c10a8cb5af79428f901f,https://api.github.com/repos/lucidrains/pixel-level-contrastive-learning/tarball/refs/tags/0.1.0
lucidrains/pixel-level-contrastive-learning,0.0.11,9ccf7e640d4ca418d2b63a67d07741f4bbb318f4,https://api.github.com/repos/lucidrains/pixel-level-contrastive-learning/tarball/refs/tags/0.0.11
lucidrains/pixel-level-contrastive-learning,0.0.10,1727fec8b158ce144683bad7634400043cb8549a,https://api.github.com/repos/lucidrains/pixel-level-contrastive-learning/tarball/refs/tags/0.0.10
lucidrains/pixel-level-contrastive-learning,0.0.9,575c7baee61c3c686fc3508a83fb03315fbacf4a,https://api.github.com/repos/lucidrains/pixel-level-contrastive-learning/tarball/refs/tags/0.0.9
lucidrains/pixel-level-contrastive-learning,0.0.8,59915ed70db80686aafca146f75e442fdbdd083e,https://api.github.com/repos/lucidrains/pixel-level-contrastive-learning/tarball/refs/tags/0.0.8
lucidrains/pixel-level-contrastive-learning,0.0.6,8fa3425a243eb4892cfa5a7b453c616370fae2c2,https://api.github.com/repos/lucidrains/pixel-level-contrastive-learning/tarball/refs/tags/0.0.6
lucidrains/pixel-level-contrastive-learning,0.0.5,df090d6f51165a7dee0d1afae67fdc311b43c5a6,https://api.github.com/repos/lucidrains/pixel-level-contrastive-learning/tarball/refs/tags/0.0.5
lucidrains/pixel-level-contrastive-learning,0.0.4,4979ecb6a1f1d1cca3ef1d0323eb028eccf5a416,https://api.github.com/repos/lucidrains/pixel-level-contrastive-learning/tarball/refs/tags/0.0.4
lucidrains/pixel-level-contrastive-learning,0.0.3,3a17ad9425a9d32ef467ff91c14c724987ef8072,https://api.github.com/repos/lucidrains/pixel-level-contrastive-learning/tarball/refs/tags/0.0.3
lucidrains/pixel-level-contrastive-learning,0.0.2,7a8ee4b6fd0dc78b596c54f8b167a98dc014b7d6,https://api.github.com/repos/lucidrains/pixel-level-contrastive-learning/tarball/refs/tags/0.0.2
lucidrains/pixel-level-contrastive-learning,0.0.1,96fb19a36852eb7a6ebfad53090a7021ec29ad32,https://api.github.com/repos/lucidrains/pixel-level-contrastive-learning/tarball/refs/tags/0.0.1
Annbless/DUTCode,main,8b014e53961c1f059fe4afd937571bc18dedc6bf,https://github.com/Annbless/DUTCode/archive/8b014e53961c1f059fe4afd937571bc18dedc6bf.tar.gz
li-plus/DSNet,master,1804176e2e8b57846beb063667448982273fca89,https://github.com/li-plus/DSNet/archive/1804176e2e8b57846beb063667448982273fca89.tar.gz
hirokatsukataoka16/FractalDB-Pretrained-ResNet-PyTorch,main,1b8fb9fe7a6f496d4a2acc4ae5e1c1ab1eab0608,https://github.com/hirokatsukataoka16/FractalDB-Pretrained-ResNet-PyTorch/archive/1b8fb9fe7a6f496d4a2acc4ae5e1c1ab1eab0608.tar.gz
chengzhag/Implicit3DUnderstanding,main,517c0ffde9eff819fb663a93bcbee94949673ae4,https://github.com/chengzhag/Implicit3DUnderstanding/archive/517c0ffde9eff819fb663a93bcbee94949673ae4.tar.gz
junleen/RainNet,main,e4b605d301682ce0e0aaf2b00efdc5318906416a,https://github.com/junleen/RainNet/archive/e4b605d301682ce0e0aaf2b00efdc5318906416a.tar.gz
AutoVision-cloud/SA-Det3D,main,4b2051e564359869594c2600d27a3ff2b864e983,https://github.com/AutoVision-cloud/SA-Det3D/archive/4b2051e564359869594c2600d27a3ff2b864e983.tar.gz
wimlds-trojmiasto/detect-waste,v1.1-alpha,dca0e82e313c1e58092085523d987f40b56bbfea,https://api.github.com/repos/wimlds-trojmiasto/detect-waste/tarball/refs/tags/v1.1-alpha
wimlds-trojmiasto/detect-waste,v1.0-alpha,af5beb91bc606d1b98a3c6a17c394eb2c89da51c,https://api.github.com/repos/wimlds-trojmiasto/detect-waste/tarball/refs/tags/v1.0-alpha
declare-lab/RECCON,v1.0.0,579ea8a726f6705f7a3a02f7535b8f5595ec35aa,https://api.github.com/repos/declare-lab/RECCON/tarball/refs/tags/v1.0.0
lescientifik/open_brats2020,main,e5f98961328a5478ad8ade939f623d1a3bb23786,https://github.com/lescientifik/open_brats2020/archive/e5f98961328a5478ad8ade939f623d1a3bb23786.tar.gz
