repo_name,tag_name,commit_sha,url
MDK8888/GPTFast,GPTFast-0.3.1,926b7553cfbaf1ec2a702a4bfb477132ce98c2e1,https://api.github.com/repos/MDK8888/GPTFast/tarball/refs/tags/GPTFast-0.3.1
MDK8888/GPTFast,GPTFast-0.3.0,60ab0b876d5aad39c28123ee36a557f92d0f9590,https://api.github.com/repos/MDK8888/GPTFast/tarball/refs/tags/GPTFast-0.3.0
MDK8888/GPTFast,GPTFast-0.2.1,e6069784553335cc9ec4fa12a7b34abb503010f9,https://api.github.com/repos/MDK8888/GPTFast/tarball/refs/tags/GPTFast-0.2.1
MDK8888/GPTFast,GPTFast-0.2.0,7653cca613b3d03f02c3c02ff754f4d3a8d6cae1,https://api.github.com/repos/MDK8888/GPTFast/tarball/refs/tags/GPTFast-0.2.0
modularml/max,max/v24.6.0,27f67807aadc27e60ea370426f42129e7e38be3e,https://api.github.com/repos/modularml/max/tarball/refs/tags/max/v24.6.0
modularml/max,max/v24.5.0,68009ac0f7fb4ae49210bfc5b1fdd038d8e5a9ea,https://api.github.com/repos/modularml/max/tarball/refs/tags/max/v24.5.0
modularml/max,max/v24.4.0,f89bc8f4e685e2bbcc269c8c324b5c105391f6f9,https://api.github.com/repos/modularml/max/tarball/refs/tags/max/v24.4.0
rllm-team/rllm,main,697f9a23f46dbaae26eaae8814a6a4808699cfaf,https://github.com/rllm-team/rllm/archive/697f9a23f46dbaae26eaae8814a6a4808699cfaf.tar.gz
naver/multi-hmr,master,e7cdcd09f30e8b5d635d89ce5b7eb72428198a49,https://github.com/naver/multi-hmr/archive/e7cdcd09f30e8b5d635d89ce5b7eb72428198a49.tar.gz
foundation-model-stack/fms-fsdp,main,0e47e934e69a340a7a2183b15b5f24979eb9db9c,https://github.com/foundation-model-stack/fms-fsdp/archive/0e47e934e69a340a7a2183b15b5f24979eb9db9c.tar.gz
HKUNLP/diffusion-of-thoughts,main,923182638712e1225f3bebebc9ce3cdb2cdcfd37,https://github.com/HKUNLP/diffusion-of-thoughts/archive/923182638712e1225f3bebebc9ce3cdb2cdcfd37.tar.gz
TorchDR/TorchDR,0.1,5377a8a446ef5a4802177dc5046327d2b3108774,https://api.github.com/repos/TorchDR/TorchDR/tarball/refs/tags/0.1
TorchDR/TorchDR,0.0.1,14fc78cba28de70bf0b630a47b351150bac346b3,https://api.github.com/repos/TorchDR/TorchDR/tarball/refs/tags/0.0.1
willyfh/visualtorch,v0.2.3,a065433b91ab6e15f4a44fd36cab19a1fc51c1b1,https://api.github.com/repos/willyfh/visualtorch/tarball/refs/tags/v0.2.3
willyfh/visualtorch,v.0.2.2,5748beb95bd288f9abcbd3c2c0e1600b2c934d84,https://api.github.com/repos/willyfh/visualtorch/tarball/refs/tags/v.0.2.2
willyfh/visualtorch,v0.2.1,3990ee1bf1812522cbe04ac0e65b0569ac3f2ff3,https://api.github.com/repos/willyfh/visualtorch/tarball/refs/tags/v0.2.1
willyfh/visualtorch,v0.2.0,f81c7083fd31fd23d71674010098afee8dae8b5f,https://api.github.com/repos/willyfh/visualtorch/tarball/refs/tags/v0.2.0
willyfh/visualtorch,v0.1.1,bda8ee5ecda2bc9a5e76292ba7a9392038b729a3,https://api.github.com/repos/willyfh/visualtorch/tarball/refs/tags/v0.1.1
willyfh/visualtorch,v0.1,ccff185281d8b5475b7fd5642d6f271cd29799b2,https://api.github.com/repos/willyfh/visualtorch/tarball/refs/tags/v0.1
team-approx-bayes/ivon,v0.1.3,86ad687829884c4d6c005ff47e1fb21dabd8b1ea,https://api.github.com/repos/team-approx-bayes/ivon/tarball/refs/tags/v0.1.3
team-approx-bayes/ivon,v0.1.2,ccfff618d818db83c795f88e30dc8c05e11b0019,https://api.github.com/repos/team-approx-bayes/ivon/tarball/refs/tags/v0.1.2
team-approx-bayes/ivon,v0.1.1,e088627cd41e2e5c09a61eec7653bfe93a89fff8,https://api.github.com/repos/team-approx-bayes/ivon/tarball/refs/tags/v0.1.1
Becomebright/GroundVQA,main,6b7abd5349bf76b759fb64ae1f818e26d23b0f1e,https://github.com/Becomebright/GroundVQA/archive/6b7abd5349bf76b759fb64ae1f818e26d23b0f1e.tar.gz
TRAIS-Lab/dattri,v0.2.0,0b7e95fc7039ffcd8968ca60cb26adafa5040d46,https://api.github.com/repos/TRAIS-Lab/dattri/tarball/refs/tags/v0.2.0
TRAIS-Lab/dattri,v0.1.0,5ce7a8a5dcb32b2e2c3d884753d304aac21fe295,https://api.github.com/repos/TRAIS-Lab/dattri/tarball/refs/tags/v0.1.0
jonhue/activeft,v0.1.1,27efef13835dba011cebb656ccfad50639049dd6,https://api.github.com/repos/jonhue/activeft/tarball/refs/tags/v0.1.1
jonhue/activeft,v0.1.0,8c28b29d008baf9b0f843bbd3bb7b5f72a3da57c,https://api.github.com/repos/jonhue/activeft/tarball/refs/tags/v0.1.0
DerrickWang005/Unpair-Seg.pytorch,main,0a3fcfcf08eac14a47172f7d86311a5158b77979,https://github.com/DerrickWang005/Unpair-Seg.pytorch/archive/0a3fcfcf08eac14a47172f7d86311a5158b77979.tar.gz
valeoai/ScaLR,v0.1.0,fff34f7cc1d529133f2382f3cbc3ab3a1f5fdf87,https://api.github.com/repos/valeoai/ScaLR/tarball/refs/tags/v0.1.0
masafumiendo/benchnav,v0.0,f9dccb3294439572cecc772e17b4ad3e6dde4115,https://api.github.com/repos/masafumiendo/benchnav/tarball/refs/tags/v0.0
