repo_name,tag_name,commit_sha,url
lyhyl/pytorchradiomics,main,b96d5caeb899bd509afeb5e4dbef02cd41836a6e,https://github.com/lyhyl/pytorchradiomics/archive/b96d5caeb899bd509afeb5e4dbef02cd41836a6e.tar.gz
mincasurong/pytorch_practice,main,558b7a47c6349015192478bdb09b715fa91ae38e,https://github.com/mincasurong/pytorch_practice/archive/558b7a47c6349015192478bdb09b715fa91ae38e.tar.gz
mkurman/linearmoe_pytorch,main,118c40607be04ca5ff41dde43ee384ccf38afa8b,https://github.com/mkurman/linearmoe_pytorch/archive/118c40607be04ca5ff41dde43ee384ccf38afa8b.tar.gz
v0lta/sympad_pytorch,master,5df0247f45ee1926d034817892b389417235bf7d,https://github.com/v0lta/sympad_pytorch/archive/5df0247f45ee1926d034817892b389417235bf7d.tar.gz
jhuboo/ddp-pytorch,main,f1f38c690b8ad0de5d09bf56f2e3d778f66f7e8f,https://github.com/jhuboo/ddp-pytorch/archive/f1f38c690b8ad0de5d09bf56f2e3d778f66f7e8f.tar.gz
duck-sec/pytorch-evil-pth,master,ef0f6f1232991bb544c9733f035f56c4a60c70c1,https://github.com/duck-sec/pytorch-evil-pth/archive/ef0f6f1232991bb544c9733f035f56c4a60c70c1.tar.gz
dpalacioj/pytorch-inference-example,main,3d6d676047f86b7758ec1c09d8c59ddb331bdedf,https://github.com/dpalacioj/pytorch-inference-example/archive/3d6d676047f86b7758ec1c09d8c59ddb331bdedf.tar.gz
ikrsvdf/Yolov3-pytorch,master,1247bffb28718a9a8ae087bbc81e8ceb02de98c9,https://github.com/ikrsvdf/Yolov3-pytorch/archive/1247bffb28718a9a8ae087bbc81e8ceb02de98c9.tar.gz
wwhappylife/MoFME-Pytorch,main,6ec3c256b73e28208d59e455cc714e7881b3addc,https://github.com/wwhappylife/MoFME-Pytorch/archive/6ec3c256b73e28208d59e455cc714e7881b3addc.tar.gz
mmcdermott/MEDS_pytorch_dataset,main,a23e27d8cf0acbd4aba15098cea92817da9c157c,https://github.com/mmcdermott/MEDS_pytorch_dataset/archive/a23e27d8cf0acbd4aba15098cea92817da9c157c.tar.gz
Shanlinchao-CSU/seq_ppi-pytorch,main,70d5655398502b1f97d3d6413753ad2f1ace6e3c,https://github.com/Shanlinchao-CSU/seq_ppi-pytorch/archive/70d5655398502b1f97d3d6413753ad2f1ace6e3c.tar.gz
Shaswat2001/reinforcement_learning_pytorch,main,a7e4a67a1a57529e0629441a2a1b7889ff5c7122,https://github.com/Shaswat2001/reinforcement_learning_pytorch/archive/a7e4a67a1a57529e0629441a2a1b7889ff5c7122.tar.gz
shub-garg/NERF-pytorch-Implementation,main,006091a0f0307e0337fe5b380367e102289f5a38,https://github.com/shub-garg/NERF-pytorch-Implementation/archive/006091a0f0307e0337fe5b380367e102289f5a38.tar.gz
shubvats/Digit-Recognizer-PyTorch,main,2f10b7027d757f884e46d094620d6d8f0458807c,https://github.com/shubvats/Digit-Recognizer-PyTorch/archive/2f10b7027d757f884e46d094620d6d8f0458807c.tar.gz
liuzhi19121999/AnimeGANv3Pytorch,vgg19,353ca48697c0b88c33e44a544b6a24ab9a31d75f,https://api.github.com/repos/liuzhi19121999/AnimeGANv3Pytorch/tarball/refs/tags/vgg19
liuzhi19121999/AnimeGANv3Pytorch,Resources,cca457663cea0b3761b80490b6c6071f6cf9b3b8,https://api.github.com/repos/liuzhi19121999/AnimeGANv3Pytorch/tarball/refs/tags/Resources
liuzhi19121999/AnimeGANv3Pytorch,BaseModel,748b23d3851890662a320ab421a617cf646e9632,https://api.github.com/repos/liuzhi19121999/AnimeGANv3Pytorch/tarball/refs/tags/BaseModel
brady-bogda/pytorch-brain-tumor-segmentation,main,ce83dca5bb04d8689418e36edb6bfde09c1cce64,https://github.com/brady-bogda/pytorch-brain-tumor-segmentation/archive/ce83dca5bb04d8689418e36edb6bfde09c1cce64.tar.gz
tanmayrastogi57/PyTorch_Using_GPU,main,f06d9b7f09ef5a466581472f9a3326ff4380d1af,https://github.com/tanmayrastogi57/PyTorch_Using_GPU/archive/f06d9b7f09ef5a466581472f9a3326ff4380d1af.tar.gz
mincasurong/pytorch_lightning_basic_lib,main,5968af174799cc2f4139bedf725e56fc7c298267,https://github.com/mincasurong/pytorch_lightning_basic_lib/archive/5968af174799cc2f4139bedf725e56fc7c298267.tar.gz
chelseaalex/RVGAN_torch,main,ecbe7c295d2fe07f625d37bfa07b7bcd42c077d8,https://github.com/chelseaalex/RVGAN_torch/archive/ecbe7c295d2fe07f625d37bfa07b7bcd42c077d8.tar.gz
Ugenteraan/Vision-Transformer-Classification-PyTorch,main,4ce68e83ab29794287045a7f540e5e3c2f6bcc12,https://github.com/Ugenteraan/Vision-Transformer-Classification-PyTorch/archive/4ce68e83ab29794287045a7f540e5e3c2f6bcc12.tar.gz
